166250.8485872539 9999915.108140621 0.0
166251.29001693364 9999910.102909813 0.0
166251.3158486499 9999905.07481529 0.0
166251.27195612283 9999899.893314276 0.0
166251.19316341932 9999894.625988156 0.0
166251.09201035934 9999889.188968984 0.0
166250.99078102602 9999883.908769825 0.0
166250.8862527099 9999878.713265453 0.0
166250.77714248828 9999873.528441787 0.0
166250.61735525035 9999867.42817843 0.0
166250.21182897635 9999861.594272899 0.0
166249.39992949826 9999856.280809361 0.0
166248.1122075441 9999851.119469618 0.0
166246.35697187035 9999846.203406526 0.0
166244.02483222092 9999841.339168318 0.0
166241.29174140544 9999836.921775073 0.0
166238.0981777971 9999832.818976868 0.0
166234.20536735328 9999828.836017005 0.0
166230.11648712837 9999825.464103311 0.0
166225.50185413368 9999822.285867793 0.0
166221.16129200708 9999819.724322982 0.0
166216.23956409522 9999817.224373348 0.0
166211.2735569317 9999815.084624875 0.0
166206.48535053653 9999813.34378042 0.0
166201.08724824793 9999811.715765236 0.0
166195.4389004148 9999810.35625452 0.0
166190.33834424254 9999809.432151113 0.0
166185.21476987656 9999808.801964868 0.0
166180.04407538328 9999808.442210317 0.0
166174.5358001205 9999808.310088253 0.0
166169.0570331741 9999808.366183756 0.0
166163.44581194973 9999808.516949167 0.0
166157.86222073267 9999808.62487034 0.0
166152.62714566122 9999808.63608897 0.0
166147.1174332837 9999808.588547964 0.0
166141.41731053556 9999808.536940696 0.0
166135.77580811782 9999808.507772157 0.0
166130.1852662629 9999808.492151843 0.0
166124.72204610024 9999808.475666951 0.0
166119.26227756706 9999808.450777058 0.0
166113.98732877587 9999808.419682307 0.0
166108.76262280112 9999808.357137116 0.0
166103.59597994213 9999808.174585445 0.0
166098.58357112005 9999808.030782016 0.0
166093.31599109306 9999807.94943924 0.0
166087.88198795682 9999807.928691175 0.0
166082.44334893423 9999807.944202991 0.0
166076.90689655836 9999807.959729824 0.0
166071.34369198536 9999807.955139203 0.0
166066.0474723868 9999807.935999531 0.0
166060.94834900537 9999807.847147102 0.0
166055.81720024825 9999807.705649486 0.0
166050.37932938203 9999807.605311671 0.0
166045.1907544764 9999807.588417534 0.0
166040.13203106908 9999807.587954344 0.0
166035.11609204032 9999807.630411422 0.0
166030.21741738165 9999808.686446892 0.0
