166250.77463845856 9999928.536039809 0.0
166249.77783205052 9999923.57497222 0.0
166249.51601303427 9999918.566888625 0.0
166249.2492000417 9999913.100664176 0.0
166248.38924688997 9999908.119524634 0.0
166249.0408281461 9999903.08240346 0.0
166253.05191059964 9999900.092168355 0.0
166258.1784610541 9999900.59478099 0.0
166261.79248208518 9999904.120013969 0.0
166263.98719114054 9999908.675040213 0.0
166264.57363752217 9999913.703794608 0.0
166264.42422637204 9999918.823144952 0.0
166264.5190270776 9999923.944088466 0.0
166264.59508717048 9999929.006910019 0.0
166264.67892177496 9999934.120502932 0.0
166264.25568415277 9999939.112632712 0.0
166259.1611013462 9999939.33456236 0.0
166255.42900980578 9999942.74346336 0.0
166250.47705222678 9999944.027332498 0.0
166245.56521969102 9999942.83754085 0.0
166240.57481871918 9999942.019389722 0.0
166235.5082014231 9999941.612802912 0.0
